id,code,name,note,parent_code,kind,qualifier_kind,version
thema_4Z_DE_FL,4Z-DE-FL,Para escola profissionalizante alemã,,4Z-DE-F,qualifier,educational,1.6
thema_4Z_DE_FN,4Z-DE-FN,"Para a escola profissionalizante alemã, curso de um ano",,4Z-DE-F,qualifier,educational,1.6
thema_4Z_DE_G,4Z-DE-G,Para escolas de necessidades especiais (Alemanha),,4Z-DE-,qualifier,educational,1.6
thema_4Z_DE_GA,4Z-DE-GA,Para a escola alemã de necessidades especiais (com foco na assistência a dificuldades de aprendizagem),,4Z-DE-G,qualifier,educational,1.6
thema_4Z_DE_GC,4Z-DE-GC,Para a escola alemã de necessidades especiais (com foco na assistência ao desenvolvimento mental),,4Z-DE-G,qualifier,educational,1.6
thema_4Z_DE_GE,4Z-DE-GE,Para a escola alemã de necessidades especiais (com foco na assistência ao desenvolvimento emocional e social),,4Z-DE-G,qualifier,educational,1.6
thema_4Z_DE_GH,4Z-DE-GH,Para escolas alemãs de necessidades especiais (com foco na assistência à aprendizagem de línguas),,4Z-DE-G,qualifier,educational,1.6
thema_4Z_DE_GJ,4Z-DE-GJ,Para a escola alemã de necessidades especiais (com foco na assistência ao desenvolvimento físico e motor),,4Z-DE-G,qualifier,educational,1.6
thema_4Z_DE_GL,4Z-DE-GL,Para a escola alemã de necessidades especiais (com foco na assistência auditiva),,4Z-DE-G,qualifier,educational,1.6
thema_4Z_DE_GN,4Z-DE-GN,Para a escola alemã de necessidades especiais (com foco na assistência à visão),,4Z-DE-G,qualifier,educational,1.6
thema_4Z_DE_H,4Z-DE-H,Para a educação superior ou universitária alemã,,4Z-DE-,qualifier,educational,1.6
thema_4Z_DE_J,4Z-DE-J,Para a educação de adultos (Alemanha),,4Z-DE-,qualifier,educational,1.6
thema_4Z_DE_JB,4Z-DE-JB,Para a escola alemã de educação de adultos de três anos,,4Z-DE-J,qualifier,educational,1.6
thema_4Z_DE_L,4Z-DE-L,Para os anos de aprendizagem (Alemanha),,4Z-DE-,qualifier,educational,1.6
thema_4Z_DE_LA,4Z-DE-LA,Para o 1º ano de aprendizagem (Alemanha),,4Z-DE-L,qualifier,educational,1.6
thema_4Z_DE_LB,4Z-DE-LB,Para o 2º ano de aprendizagem (Alemanha),,4Z-DE-L,qualifier,educational,1.6
thema_4Z_DE_LC,4Z-DE-LC,Para o 3º ano de aprendizagem (Alemanha),,4Z-DE-L,qualifier,educational,1.6
thema_4Z_DE_LD,4Z-DE-LD,Para o 4º ano de aprendizagem (Alemanha),,4Z-DE-L,qualifier,educational,1.6
thema_4Z_DE_LE,4Z-DE-LE,Para o 5º ano de aprendizagem (Alemanha),,4Z-DE-L,qualifier,educational,1.6
thema_4Z_DE_LF,4Z-DE-LF,Para o 6º ano de aprendizagem (Alemanha),,4Z-DE-L,qualifier,educational,1.6
thema_4Z_DE_LG,4Z-DE-LG,Para o 7º ano de aprendizagem (Alemanha),,4Z-DE-L,qualifier,educational,1.6
thema_4Z_DE_LH,4Z-DE-LH,Para o 8º ano de aprendizagem (Alemanha),,4Z-DE-L,qualifier,educational,1.6
thema_4Z_DE_LJ,4Z-DE-LJ,Para o 9º ano de aprendizagem (Alemanha),,4Z-DE-L,qualifier,educational,1.6
thema_4Z_DE_LK,4Z-DE-LK,Para o 10º ano de aprendizagem (Alemanha),,4Z-DE-L,qualifier,educational,1.6
thema_4Z_DE_LL,4Z-DE-LL,Para o 11º ano de aprendizagem (Alemanha),,4Z-DE-L,qualifier,educational,1.6
thema_4Z_DE_LM,4Z-DE-LM,Para o 12º ano de aprendizagem (Alemanha),,4Z-DE-L,qualifier,educational,1.6
thema_4Z_DE_LN,4Z-DE-LN,Para o 13º ano de aprendizagem (Alemanha),,4Z-DE-L,qualifier,educational,1.6
thema_4Z_DE_U,4Z-DE-U,"Para qualificações vocacionais, profissionais ou universitárias alemãs específicas",,4Z-DE-,qualifier,educational,1.6
thema_4Z_DE_UD,4Z-DE-UD,Para qualificações e diplomas profissionais alemães específicos,,4Z-DE-U,qualifier,educational,1.6
thema_4Z_DE_UDA,4Z-DE-UDA,Para qualificações alemãs em Direito (bacharelado e outra graduação),,4Z-DE-UD,qualifier,educational,1.6
thema_4Z_DE_UDB,4Z-DE-UDB,"Para qualificações alemãs em Direito (mestrado, pós-graduação e doutorado)",,4Z-DE-UD,qualifier,educational,1.6
thema_4Z_DE_UDC,4Z-DE-UDC,Para o exame de primeiro estado alemão para profissões licenciadas (Erste Staatsexamen),,4Z-DE-UD,qualifier,educational,1.6
thema_4Z_DE_UDD,4Z-DE-UDD,Para estágios de treinamento alemães em profissões licenciadas pelo estado (Referendariat / Stationen),,4Z-DE-UD,qualifier,educational,1.6
thema_4Z_DE_UDE,4Z-DE-UDE,Para exame de segundo estado alemão para profissões licenciadas (Zweite Staatsexamen),,4Z-DE-UD,qualifier,educational,1.6
thema_4Z_DE_UDF,4Z-DE-UDF,"Para advogados, paralegais e secretários jurídicos alemães (desenvolvimento profissional e referência)",,4Z-DE-UD,qualifier,educational,1.6
thema_4Z_DE_UDG,4Z-DE-UDG,Para consultoria tributária alemã (desenvolvimento profissional e referência),,4Z-DE-UD,qualifier,educational,1.6
thema_4Z_DE_UDH,4Z-DE-UDH,Para currículos de alemão que levam a especializações jurídicas certificadas,,4Z-DE-UD,qualifier,educational,1.6
thema_4Z_DE_UDI,4Z-DE-UDI,Para exames de consultores fiscais alemães,,4Z-DE-UD,qualifier,educational,1.6
thema_4Z_DE_UDJ,4Z-DE-UDJ,Para exames de notários de direito civil alemães,,4Z-DE-UD,qualifier,educational,1.6
thema_4Z_DE_UDK,4Z-DE-UDK,Para exames de auditores alemães,,4Z-DE-UD,qualifier,educational,1.6
thema_4Z_DE_UH,4Z-DE-UH,Para qualificações e graus profissionais / vocacionais alemães específicos (sistema de ensino duplo),,4Z-DE-U,qualifier,educational,1.6
thema_4Z_DE_UHA,4Z-DE-UHA,Para qualificações vocacionais alemãs trabalhando no setor de terras,,4Z-DE-UH,qualifier,educational,1.6
thema_4Z_DE_UHAA,4Z-DE-UHAA,"Para qualificações vocacionais alemãs em agricultura, pecuária, silvicultura, paisagismo e horticultura",,4Z-DE-UHA,qualifier,educational,1.6
thema_4Z_DE_UHAB,4Z-DE-UHAB,Para qualificações vocacionais alemãs em agrimensura,,4Z-DE-UHA,qualifier,educational,1.6
thema_4Z_DE_UHB,4Z-DE-UHB,Para qualificações vocacionais alemãs nas indústrias alimentícias,,4Z-DE-UH,qualifier,educational,1.6
thema_4Z_DE_UHBA,4Z-DE-UHBA,"Para qualificações vocacionais alemãs em panificação, pastifício e confeitaria",,4Z-DE-UHB,qualifier,educational,1.6
thema_4Z_DE_UHBB,4Z-DE-UHBB,Para qualificações vocacionais alemãs como açougueiro,,4Z-DE-UHB,qualifier,educational,1.6
thema_4Z_DE_UHBC,4Z-DE-UHBC,Para qualificações vocacionais alemãs como chef,,4Z-DE-UHB,qualifier,educational,1.6
thema_4Z_DE_UHBD,4Z-DE-UHBD,Para qualificações vocacionais alemãs como especialista em alimentos e bebidas,,4Z-DE-UHB,qualifier,educational,1.6
thema_4Z_DE_UHD,4Z-DE-UHD,Para qualificações vocacionais alemãs em produção de metal e indústrias metalúrgicas,,4Z-DE-UH,qualifier,educational,1.6
thema_4Z_DE_UHDA,4Z-DE-UHDA,Para qualificações vocacionais alemãs em engenharia de precisão e profissões relacionadas,,4Z-DE-UHD,qualifier,educational,1.6
thema_4Z_DE_UHDB,4Z-DE-UHDB,Para qualificações vocacionais alemãs em produção e processamento de metal,,4Z-DE-UHD,qualifier,educational,1.6
thema_4Z_DE_UHDC,4Z-DE-UHDC,"Para qualificações vocacionais alemãs em metalurgia, construção de fábricas, chapas, fundição e montagem",,4Z-DE-UHD,qualifier,educational,1.6
thema_4Z_DE_UHDD,4Z-DE-UHDD,Para qualificação profissional alemã como mecânico industrial ou fabricante de ferramentas,,4Z-DE-UHD,qualifier,educational,1.6
thema_4Z_DE_UHE,4Z-DE-UHE,"Para qualificações vocacionais alemãs em produção de pedra, vidro e cerâmica e indústrias relacionadas",,4Z-DE-UH,qualifier,educational,1.6
thema_4Z_DE_UHEA,4Z-DE-UHEA,"Para qualificações vocacionais alemãs em processamento de pedra, vidro ou cerâmica e materiais de construção",,4Z-DE-UHE,qualifier,educational,1.6
thema_4Z_DE_UHEB,4Z-DE-UHEB,Para qualificações vocacionais alemãs em mineração e pedreiras,,4Z-DE-UHE,qualifier,educational,1.6
thema_4Z_DE_UHF,4Z-DE-UHF,Para qualificações vocacionais alemãs nas indústrias de tecido e couro,,4Z-DE-UH,qualifier,educational,1.6
thema_4Z_DE_UHFA,4Z-DE-UHFA,"Para qualificações profissionais alemãs em fiação, tecelagem, acabamento têxtil",,4Z-DE-UHF,qualifier,educational,1.6
thema_4Z_DE_UHFB,4Z-DE-UHFB,Para qualificações vocacionais alemãs em processamento têxtil e couro,,4Z-DE-UHF,qualifier,educational,1.6
thema_4Z_DE_UHH,4Z-DE-UHH,"Para qualificações vocacionais alemãs em engenharia, manufatura e construção",,4Z-DE-UH,qualifier,educational,1.6
thema_4Z_DE_UHHA,4Z-DE-UHHA,Para qualificações vocacionais alemãs em negócios com eletricidade,,4Z-DE-UHH,qualifier,educational,1.6
thema_4Z_DE_UHHB,4Z-DE-UHHB,Para qualificação vocacional alemã como técnico ou engenheiro mecânico,,4Z-DE-UHH,qualifier,educational,1.6
thema_4Z_DE_UHHC,4Z-DE-UHHC,Para qualificações vocacionais alemãs como redator ou técnico de redação,,4Z-DE-UHH,qualifier,educational,1.6
thema_4Z_DE_UHHD,4Z-DE-UHHD,Para qualificações vocacionais alemãs em fabricação e manutenção de veículos ou aeronaves,,4Z-DE-UHH,qualifier,educational,1.6
thema_4Z_DE_UHHE,4Z-DE-UHHE,"Para qualificações vocacionais alemãs em construção, processamento de madeira e plástico",,4Z-DE-UHH,qualifier,educational,1.6
thema_4Z_DE_UHHF,4Z-DE-UHHF,Para qualificações vocacionais alemãs nas indústrias química e de plásticos,,4Z-DE-UHH,qualifier,educational,1.6
thema_4Z_DE_UHHG,4Z-DE-UHHG,"Para qualificações vocacionais alemãs na fabricação, processamento e impressão de papel",,4Z-DE-UHH,qualifier,educational,1.6
thema_4Z_DE_UHJ,4Z-DE-UHJ,"Para qualificações vocacionais alemãs em profissões científicas, geográficas e relacionadas com TI",,4Z-DE-UH,qualifier,educational,1.6
thema_4Z_DE_UHJA,4Z-DE-UHJA,"Para qualificações vocacionais alemãs em química, física ou ciências naturais",,4Z-DE-UHJ,qualifier,educational,1.6
thema_4Z_DE_UHJB,4Z-DE-UHJB,Para qualificações vocacionais alemãs em TI,,4Z-DE-UHJ,qualifier,educational,1.6
thema_4Z_DE_UHL,4Z-DE-UHL,"Para qualificações vocacionais alemãs em transporte, logística, segurança e proteção",,4Z-DE-UH,qualifier,educational,1.6
thema_4Z_DE_UHLA,4Z-DE-UHLA,Para qualificações vocacionais alemãs no setor de transportes,,4Z-DE-UHL,qualifier,educational,1.6
thema_4Z_DE_UHLB,4Z-DE-UHLB,Para qualificações vocacionais alemãs em aviação ou viagens marítimas,,4Z-DE-UHL,qualifier,educational,1.6
thema_4Z_DE_UHLC,4Z-DE-UHLC,Para qualificações vocacionais alemãs em controle de qualidade e inspeção,,4Z-DE-UHL,qualifier,educational,1.6
thema_4Z_DE_UHLD,4Z-DE-UHLD,"Para qualificações vocacionais alemãs como embaladores, trabalhadores de armazém ou transporte",,4Z-DE-UHL,qualifier,educational,1.6
thema_4Z_DE_UHLE,4Z-DE-UHLE,Para qualificações profissionais alemãs em proteção e segurança pessoal,,4Z-DE-UHL,qualifier,educational,1.6
thema_4Z_DE_UHLF,4Z-DE-UHLF,Para qualificações vocacionais alemãs nas profissões de segurança e proteção,,4Z-DE-UHL,qualifier,educational,1.6
thema_4Z_DE_UHLG,4Z-DE-UHLG,Para qualificações vocacionais alemãs em limpeza e eliminação de resíduos,,4Z-DE-UHL,qualifier,educational,1.6
thema_4Z_DE_UHM,4Z-DE-UHM,"Para qualificações vocacionais alemãs em serviços comerciais, varejo, distribuição, hotelaria e turismo",,4Z-DE-UH,qualifier,educational,1.6
thema_4Z_DE_UHMA,4Z-DE-UHMA,Para qualificações vocacionais alemãs no setor de varejo,,4Z-DE-UHM,qualifier,educational,1.6
thema_4Z_DE_UHMB,4Z-DE-UHMB,Para qualificações vocacionais alemãs no setor de atacado,,4Z-DE-UHM,qualifier,educational,1.6
thema_4Z_DE_UHMC,4Z-DE-UHMC,Para qualificações vocacionais alemãs como zeladores e gestão de propriedades,,4Z-DE-UHM,qualifier,educational,1.6
thema_4Z_DE_UHMD,4Z-DE-UHMD,Para qualificações vocacionais alemãs na indústria de hospitalidade,,4Z-DE-UHM,qualifier,educational,1.6
thema_4Z_DE_UHP,4Z-DE-UHP,"Para qualificações vocacionais alemãs nos setores de finanças, negócios e administração",,4Z-DE-UH,qualifier,educational,1.6
thema_4Z_DE_UHPA,4Z-DE-UHPA,Para qualificações vocacionais alemãs em bancos ou seguros,,4Z-DE-UHP,qualifier,educational,1.6
thema_4Z_DE_UHPB,4Z-DE-UHPB,Para qualificações vocacionais alemãs em habilidades de escritório comercial,,4Z-DE-UHP,qualifier,educational,1.6
thema_4Z_DE_UHPC,4Z-DE-UHPC,"Para qualificações vocacionais alemãs em gestão, contabilidade e consultoria de negócios",,4Z-DE-UHP,qualifier,educational,1.6
thema_4Z_DE_UHPD,4Z-DE-UHPD,Para qualificações profissionais alemãs em administração pública,,4Z-DE-UHP,qualifier,educational,1.6
thema_4Z_DE_UHPE,4Z-DE-UHPE,Para qualificações profissionais alemãs em finanças e contabilidade,,4Z-DE-UHP,qualifier,educational,1.6
thema_4Z_DE_UHPF,4Z-DE-UHPF,Para qualificações vocacionais alemãs em habilidades de secretariado e escritório,,4Z-DE-UHP,qualifier,educational,1.6
thema_4Z_DE_UHPG,4Z-DE-UHPG,Para qualificações vocacionais alemãs no setor jurídico,,4Z-DE-UHP,qualifier,educational,1.6
thema_4Z_DE_UHQ,4Z-DE-UHQ,"Para qualificações vocacionais alemãs nos setores de saúde, assistência social e educação",,4Z-DE-UH,qualifier,educational,1.6
thema_4Z_DE_UHQA,4Z-DE-UHQA,Para qualificações vocacionais alemãs em cuidados pessoais,,4Z-DE-UHQ,qualifier,educational,1.6
thema_4Z_DE_UHQB,4Z-DE-UHQB,Para qualificações vocacionais alemãs em saúde (licenciado),,4Z-DE-UHQ,qualifier,educational,1.6
thema_4Z_DE_UHQC,4Z-DE-UHQC,Para qualificações vocacionais alemãs em saúde (sem licença),,4Z-DE-UHQ,qualifier,educational,1.6
thema_4Z_DE_UHQD,4Z-DE-UHQD,Para qualificações vocacionais alemãs em serviço social,,4Z-DE-UHQ,qualifier,educational,1.6
thema_4Z_DE_UHQE,4Z-DE-UHQE,Para qualificações vocacionais alemãs no magistério,,4Z-DE-UHQ,qualifier,educational,1.6
thema_4Z_DE_UHS,4Z-DE-UHS,"Para qualificações vocacionais alemãs no setor cultural, indústrias criativas e mídia",,4Z-DE-UH,qualifier,educational,1.6
thema_4Z_DE_UHSA,4Z-DE-UHSA,Para qualificações vocacionais alemãs em publicidade,,4Z-DE-UHS,qualifier,educational,1.6
thema_4Z_DE_UHSB,4Z-DE-UHSB,Para qualificações vocacionais alemãs em arte ou música,,4Z-DE-UHS,qualifier,educational,1.6
thema_4Z_DE_UHSC,4Z-DE-UHSC,Para qualificações vocacionais alemãs em design ou fotografia,,4Z-DE-UHS,qualifier,educational,1.6
thema_4Z_DE_UHSD,4Z-DE-UHSD,"Para qualificações vocacionais alemãs em editoração, biblioteconomia, tradução e setores relacionados",,4Z-DE-UHS,qualifier,educational,1.6
thema_4Z_DK_,4Z-DK-,Para o currículo educacional da Dinamarca,,4Z,qualifier,educational,1.6
thema_4Z_DK_A,4Z-DK-A,Para a educação infantil (Dinamarca),,4Z-DK-,qualifier,educational,1.6
thema_4Z_DK_F,4Z-DK-F,Para a escola primária (Dinamarca),Also class here: similar tuition at private and boarding schools,4Z-DK-,qualifier,educational,1.6
thema_4Z_DK_FA,4Z-DK-FA,Para a pré-escola (Dinamarca),,4Z-DK-F,qualifier,educational,1.6
thema_4Z_DK_FB,4Z-DK-FB,Para o Grau 0 (Dinamarca),Also class here: for reception,4Z-DK-F,qualifier,educational,1.6
thema_4Z_DK_FC,4Z-DK-FC,Para o Grau 1 (Dinamarca),,4Z-DK-F,qualifier,educational,1.6
thema_4Z_DK_FD,4Z-DK-FD,Para o Grau 2 (Dinamarca),,4Z-DK-F,qualifier,educational,1.6
thema_4Z_DK_FE,4Z-DK-FE,Para o Grau 3 (Dinamarca),,4Z-DK-F,qualifier,educational,1.6
thema_4Z_DK_FF,4Z-DK-FF,Para o Grau 4 (Dinamarca),,4Z-DK-F,qualifier,educational,1.6
thema_4Z_DK_FG,4Z-DK-FG,Para o Grau 5 (Dinamarca),,4Z-DK-F,qualifier,educational,1.6
thema_4Z_DK_FH,4Z-DK-FH,Para o Grau 6 (Dinamarca),,4Z-DK-F,qualifier,educational,1.6
thema_4Z_DK_FI,4Z-DK-FI,Para o Grau 7 (Dinamarca),,4Z-DK-F,qualifier,educational,1.6
thema_4Z_DK_FJ,4Z-DK-FJ,Para o Grau 8 (Dinamarca),,4Z-DK-F,qualifier,educational,1.6
thema_4Z_DK_FK,4Z-DK-FK,Para o Grau 9 (Dinamarca),,4Z-DK-F,qualifier,educational,1.6
thema_4Z_DK_FL,4Z-DK-FL,Para o Grau 10 (Dinamarca),,4Z-DK-F,qualifier,educational,1.6
thema_4Z_DK_G,4Z-DK-G,Para a escola secundária (Dinamarca),,4Z-DK-,qualifier,educational,1.6
thema_4Z_DK_GA,4Z-DK-GA,Para HF (Exame Preparatório Superior - Dinamarca),,4Z-DK-G,qualifier,educational,1.6
thema_4Z_DK_GB,4Z-DK-GB,Para HHX (Exame Comercial Superior - Dinamarca),,4Z-DK-G,qualifier,educational,1.6
thema_4Z_DK_GC,4Z-DK-GC,Para HTX (Exame Técnico Superior - Dinamarca),,4Z-DK-G,qualifier,educational,1.6
thema_4Z_DK_GD,4Z-DK-GD,Para STX (Exame dos Alunos -Denmark),,4Z-DK-G,qualifier,educational,1.6
thema_4Z_DK_H,4Z-DK-H,Para educação e treinamento vocacional (Dinamarca),Also class here: VET,4Z-DK-,qualifier,educational,1.6
thema_4Z_DK_K,4Z-DK-K,Para formação universitária e profissional (Dinamarca),,4Z-DK-,qualifier,educational,1.6
thema_4Z_DK_N,4Z-DK-N,"Para o ensino superior, universidades (Dinamarca)",Use for: undergraduate and graduate studies,4Z-DK-,qualifier,educational,1.6
thema_4Z_DK_V,4Z-DK-V,Para educação e treinamento vocacional de adultos (Dinamarca),Also class here: AMU,4Z-DK-,qualifier,educational,1.6
thema_4Z_DK_X,4Z-DK-X,Para educação continuada (Dinamarca),"Also class here: diplomas, training academy and further education courses",4Z-DK-,qualifier,educational,1.6
thema_4Z_DO_,4Z-DO-,Para o currículo educacional da República Dominicana,Use with: other EDUCATIONAL PURPOSE 4* Qualifiers to indicate level,4Z,qualifier,educational,1.6
thema_4Z_EC_,4Z-EC-,Para o currículo educacional do Equador,,4Z,qualifier,educational,1.6
thema_4Z_EC_A,4Z-EC-A,Para a educação pré-escolar (Equador),,4Z-EC-,qualifier,educational,1.6
thema_4Z_EC_B,4Z-EC-B,Educação Geral Básica (Equador),,4Z-EC-,qualifier,educational,1.6
thema_4Z_EC_C,4Z-EC-C,Bacharelado Geral Unificado (Equador),,4Z-EC-,qualifier,educational,1.6
thema_4Z_ES_,4Z-ES-,Para os currículos educacionais da Espanha,,4Z,qualifier,educational,1.6
thema_4Z_ES_A,4Z-ES-A,Para educação geral (Espanha),,4Z-ES-,qualifier,educational,1.6
thema_4Z_ES_AA,4Z-ES-AA,Para a educação infantil (Espanha),,4Z-ES-A,qualifier,educational,1.6
thema_4Z_ES_AB,4Z-ES-AB,Para o ensino fundamental (Espanha),,4Z-ES-A,qualifier,educational,1.6
thema_4Z_ES_AC,4Z-ES-AC,Para o ensino médio obrigatório (Espanha),,4Z-ES-A,qualifier,educational,1.6
thema_4Z_ES_AD,4Z-ES-AD,Para o ensino médio opcional / avançado (Espanha),,4Z-ES-A,qualifier,educational,1.6
thema_4Z_ES_AE,4Z-ES-AE,Para a educação vocacional / profissional (Espanha),,4Z-ES-A,qualifier,educational,1.6
thema_4Z_ES_AF,4Z-ES-AF,Para o ensino superior / terciário / universitário (Espanha),,4Z-ES-A,qualifier,educational,1.6
thema_4Z_ES_B,4Z-ES-B,Para o ensino de línguas (Espanha),,4Z-ES-,qualifier,educational,1.6
thema_4Z_ES_C,4Z-ES-C,Para a educação musical (Espanha),,4Z-ES-,qualifier,educational,1.6
thema_4Z_ES_D,4Z-ES-D,Para a educação em dança (Espanha),,4Z-ES-,qualifier,educational,1.6
thema_4Z_ES_E,4Z-ES-E,Para a educação em artes dramáticas (Espanha),,4Z-ES-,qualifier,educational,1.6
thema_4Z_ES_F,4Z-ES-F,Para a educação em artes e design (Espanha),,4Z-ES-,qualifier,educational,1.6
thema_4Z_ES_G,4Z-ES-G,Para a educação esportiva (Espanha),,4Z-ES-,qualifier,educational,1.6
thema_4Z_ES_H,4Z-ES-H,Para a educação de adultos (Espanha),,4Z-ES-,qualifier,educational,1.6
thema_4Z_ES_J,4Z-ES-J,Para educação especial (Espanha),,4Z-ES-,qualifier,educational,1.6
thema_4Z_ES_K,4Z-ES-K,Para a educação compensatória (Espanha),,4Z-ES-,qualifier,educational,1.6
thema_4Z_ES_L,4Z-ES-L,Para programas de garantia social (Espanha),,4Z-ES-,qualifier,educational,1.6
thema_4Z_ES_X,4Z-ES-X,Para outros níveis ou tipos de ensino (Espanha),,4Z-ES-,qualifier,educational,1.6
thema_4Z_FI_,4Z-FI-,Para o currículo educacional da Finlândia,,4Z,qualifier,educational,1.6
thema_4Z_FI_A,4Z-FI-A,Educação pré-primária (Finlândia),,4Z-FI-,qualifier,educational,1.6
thema_4Z_FI_B,4Z-FI-B,Ensino Fundamental (Finlândia),,4Z-FI-,qualifier,educational,1.6
thema_4Z_FI_BA,4Z-FI-BA,Ensino Fundmental de 1ª a 6ª série (Finlândia),,4Z-FI-B,qualifier,educational,1.6
thema_4Z_FI_BB,4Z-FI-BB,Ensino Fundamental de 7ª a 9ª série (Finlândia),,4Z-FI-B,qualifier,educational,1.6
thema_4Z_FI_BD,4Z-FI-BD,Educação Básica – OPS2016 (Finlândia),,4Z-FI-B,qualifier,educational,1.6
thema_4Z_FI_BE,4Z-FI-BE,B1-language curriculum 2024 (Finland),,4Z-FI-B,qualifier,educational,1.6
thema_4Z_FI_C,4Z-FI-C,Ensino médio geral (Finlândia),,4Z-FI-,qualifier,educational,1.6
thema_4Z_FI_CB,4Z-FI-CB,Ensino médio geral – LOPS2016,,4Z-FI-C,qualifier,educational,1.6
thema_4Z_FI_CC,4Z-FI-CC,Ensino médio geral – LOPS2021,,4Z-FI-C,qualifier,educational,1.6
thema_4Z_FI_D,4Z-FI-D,Ensino médio profissionalizante (Finlândia),,4Z-FI-,qualifier,educational,1.6
thema_4Z_FR_,4Z-FR-,Para o currículo educacional da França,Use com: outros Classificadores SEGMENTAÇÃO EDUCACIONAL 4* para indicar o nível,4Z,qualifier,educational,1.6
thema_4Z_GB_,4Z-GB-,Para os currículos educacionais do Reino Unido,,4Z,qualifier,educational,1.6
thema_4Z_GB_A,4Z-GB-A,Para os currículos educacionais da Inglaterra e País de Gales,,4Z-GB-,qualifier,educational,1.6
thema_4Z_GB_AC,4Z-GB-AC,Para o Currículo Nacional (Inglaterra e País de Gales),Use for: works that are also aimed at the England-only national curriculum Ver também: 4Z-GB-W,4Z-GB-A,qualifier,educational,1.6
thema_4Z_GB_ACA,4Z-GB-ACA,Para o Currículo Nacional dos Primeiros Anos (Inglaterra e País de Gales),"Also class here: Early Years Foundation Stage (EYFS), Reception",4Z-GB-AC,qualifier,educational,1.6
thema_4Z_GB_ACF,4Z-GB-ACF,"Para o Currículo Nacional, Etapa-Chave 1 (Inglaterra e País de Gales)","Also class here: Year 1, Year 2",4Z-GB-AC,qualifier,educational,1.6
thema_4Z_GB_ACJ,4Z-GB-ACJ,"Para o Currículo Nacional, Etapa-Chave 2 (Inglaterra e País de Gales)","Also class here: Year 3, Year 4, Year 5, Year 6",4Z-GB-AC,qualifier,educational,1.6
thema_4Z_GB_ACL,4Z-GB-ACL,Exame Eleven Plus (11+),,4Z-GB-AC,qualifier,educational,1.6
thema_4Z_GB_ACN,4Z-GB-ACN,"Para o Currículo Nacional, Etapa-Chave 3 (Inglaterra e País de Gales)","Also class here: Year 7, Year 8, Year 9",4Z-GB-AC,qualifier,educational,1.6
thema_4Z_GB_ACT,4Z-GB-ACT,"Para o Currículo Nacional, Etapa-Chave 4 (Inglaterra e País de Gales)","Also class here: Year 10, Year 11",4Z-GB-AC,qualifier,educational,1.6
thema_4Z_GB_AL,4Z-GB-AL,Projetado / adequado para os níveis A e AS (Inglaterra e País de Gales),,4Z-GB-A,qualifier,educational,1.6
thema_4Z_GB_E,4Z-GB-E,Para bancas de exame do Reino Unido,Ver também: 4Z-GB-VT,4Z-GB-,qualifier,educational,1.6
thema_4Z_GB_EA,4Z-GB-EA,AQA – Assessment and Qualifications Alliance,,4Z-GB-E,qualifier,educational,1.6
thema_4Z_GB_EC,4Z-GB-EC,"CCEA – Council for the Curriculum, Examinations and Assessment (Irlanda do Norte)",,4Z-GB-E,qualifier,educational,1.6
thema_4Z_GB_ED,4Z-GB-ED,ICAAE – International Curriculum and Assessment Agency Examinations,,4Z-GB-E,qualifier,educational,1.6
thema_4Z_GB_EE,4Z-GB-EE,Edexcel,,4Z-GB-E,qualifier,educational,1.6
thema_4Z_GB_EF,4Z-GB-EF,CIE - Cambridge International Examinations,,4Z-GB-E,qualifier,educational,1.6
thema_4Z_GB_ER,4Z-GB-ER,"OCR – Oxford, Cambridge and RSA Examinations",,4Z-GB-E,qualifier,educational,1.6
thema_4Z_GB_ES,4Z-GB-ES,SQA – Scottish Qualifications Authority,,4Z-GB-E,qualifier,educational,1.6
thema_4Z_GB_EW,4Z-GB-EW,WJEC / CBAC (e Eduqas) - Welsh Joint Education Committee,,4Z-GB-E,qualifier,educational,1.6
thema_4Z_GB_N,4Z-GB-N,Para os currículos educacionais da Irlanda do Norte,,4Z-GB-,qualifier,educational,1.6
thema_4Z_GB_NC,4Z-GB-NC,Para o Currículo Nacional (Irlanda do Norte),,4Z-GB-N,qualifier,educational,1.6
thema_4Z_GB_NCA,4Z-GB-NCA,Para o Currículo Nacional dos Primeiros Anos / Estágio Básico (Irlanda do Norte),Also class here: P1 and/or P2,4Z-GB-NC,qualifier,educational,1.6
thema_4Z_GB_NCF,4Z-GB-NCF,"Para o Currículo Nacional, Etapa-Chave 1 (Irlanda do Norte)",Also class here: P3 and/or P4,4Z-GB-NC,qualifier,educational,1.6
thema_4Z_GB_NCJ,4Z-GB-NCJ,"Para o Currículo Nacional, Etapa-Chave 2 (Irlanda do Norte)","Also class here: P5, P6 and/or P7",4Z-GB-NC,qualifier,educational,1.6
thema_4Z_GB_NCN,4Z-GB-NCN,"Para o Currículo Nacional, Etapa-Chave 3 (Irlanda do Norte)","Also class here: Year 8, 9 and/or 10",4Z-GB-NC,qualifier,educational,1.6
thema_4Z_GB_NCT,4Z-GB-NCT,"Para o Currículo Nacional, Etapa-Chave 4 e GCSE (Irlanda do Norte)",Also class here: Year 11 and/or 12,4Z-GB-NC,qualifier,educational,1.6
thema_4Z_GB_NL,4Z-GB-NL,Projetado / adequado para o Nível A e AS (Irlanda do Norte),"Also class here: Sixth form, year 13 or 14, Key Stage 5, GCE Advanced level",4Z-GB-N,qualifier,educational,1.6
